voxelx=1;voxely=1;voxelz=1;
x,index,y,z,xVoxel,yVoxel,zVoxel,channel,cSeconds,mSeconds,note,isBad,roiType,segmentID,connectionID,brightestIndex,xLine,yLine,zLine,xBackgroundOffset,yBackgroundOffset,connectionSide,sSum_ch1,sSum_ch2,sMin_ch1,sMin_ch2,sMax_ch1,sMax_ch2,sMean_ch1,sMean_ch2,sStd_ch1,sStd_ch2,sbSum_ch1,sbSum_ch2,sbMin_ch1,sbMin_ch2,sbMax_ch1,sbMax_ch2,sbMean_ch1,sbMean_ch2,sbStd_ch1,sbStd_ch2,dSum_ch1,dSum_ch2,dMin_ch1,dMin_ch2,dMax_ch1,dMax_ch2,dMean_ch1,dMean_ch2,dStd_ch1,dStd_ch2,dbSum_ch1,dbSum_ch2,dbMin_ch1,dbMin_ch2,dbMax_ch1,dbMax_ch2,dbMean_ch1,dbMean_ch2,dbStd_ch1,dbStd_ch2,width,extendHead,extendTail,zPlusMinus,numPts,radius,spineROICoords,segmentROICoords
782.2500000000001,95,200.83333333333334,28.0,93.87,24.1,28,,,1688782431.732471,,,spineROI,0.0,,448,,,,-21,-14,Left,,43159,,11,,1429,,526.329268292683,,414.30179452694273,,3733,,0,,165,,45.52439024390244,,35.8989861973016,,151306,,1007,,4097,,2292.5151515151515,,661.2334718659409,,2584,,0,,136,,39.15151515151515,,30.731112664254507,3,3,3,3,5,5,"[[197.28335881979476, 784.5732909747226], [211, 781], [211, 782], [211, 783], [211, 784], [211, 785], [211, 786], [211, 787], [211, 788], [198.51004235861095, 778.7000254864615], [197.28335881979476, 784.5732909747226]]","[[779.9999833333334, 211.0], [781.0000083333333, 211.0], [781.9999666666666, 211.0], [782.9999916666667, 211.0], [784.0000166666666, 211.0], [784.999975, 211.0], [786.0, 211.0], [787.0000166666667, 211.0], [787.9999833333333, 211.0], [789.0000000000001, 211.0], [790.000025, 211.0], [790.000025, 217.0], [789.0000000000001, 217.0], [787.9999833333333, 217.0], [787.0000166666667, 217.0], [786.0, 217.0], [784.999975, 217.0], [784.0000166666666, 217.0], [782.9999916666667, 217.0], [781.9999666666666, 217.0], [781.0000083333333, 217.0], [779.9999833333334, 217.0], [779.9999833333334, 211.0]]"
753.95,96,192.98333333333335,29.0,90.474,23.158,29,,,1688782431.887836,,,spineROI,0.0,,419,,,,-21,21,Left,,115009,,0,,3018,,884.6846153846154,,735.6789437144794,,4929,,0,,146,,37.91538461538462,,33.14142994347445,,189292,,2092,,3989,,2868.060606060606,,415.64480315229673,,2474,,0,,126,,37.484848484848484,,27.189148026953486,3,3,3,3,5,5,"[[189.58358252605024, 756.4880493392324], [211, 753], [211, 754], [211, 755], [211, 756], [211, 757], [211, 758], [211, 759], [211, 760], [190.44528399410098, 750.5502491927169], [189.58358252605024, 756.4880493392324]]","[[751.9999833333334, 211.0], [753.0000083333333, 211.0], [754.000025, 211.0], [754.9999833333334, 211.0], [756.0000083333333, 211.0], [756.9999666666666, 211.0], [757.9999916666667, 211.0], [759.0000166666666, 211.0], [759.999975, 211.0], [761.0, 211.0], [762.0000166666667, 211.0], [762.0000166666667, 217.0], [761.0, 217.0], [759.999975, 217.0], [759.0000166666666, 217.0], [757.9999916666667, 217.0], [756.9999666666666, 217.0], [756.0000083333333, 217.0], [754.9999833333334, 217.0], [754.000025, 217.0], [753.0000083333333, 217.0], [751.9999833333334, 217.0], [751.9999833333334, 211.0]]"
736.25,97,201.15833333333333,28.0,88.35,24.139,28,,,1688782432.04429,,,spineROI,0.0,,395,,,,-21,-14,Left,,65493,,1,,2388,,818.6625,,760.1083137249257,,3739,,0,,181,,46.7375,,33.3263198350793,,169768,,914,,4155,,2829.4666666666667,,769.8471594341885,,2354,,2,,132,,39.233333333333334,,29.76539750933773,3,3,3,3,5,5,"[[198.72108912032945, 739.7227281273056], [211, 731], [211, 732], [211, 733], [211, 734], [211, 735], [211, 736], [211, 737], [211, 738], [197.6856052060278, 733.8127557869961], [198.72108912032945, 739.7227281273056]]","[[729.000025, 211.0], [729.9999833333334, 211.0], [731.0000083333333, 211.0], [731.9999666666666, 211.0], [732.9999916666667, 211.0], [734.0000166666666, 211.0], [734.999975, 211.0], [736.0, 211.0], [737.0000166666667, 211.0], [737.9999833333333, 211.0], [739.0000000000001, 211.0], [739.0000000000001, 217.0], [737.9999833333333, 217.0], [737.0000166666667, 217.0], [736.0, 217.0], [734.999975, 217.0], [734.0000166666666, 217.0], [732.9999916666667, 217.0], [731.9999666666666, 217.0], [731.0000083333333, 217.0], [729.9999833333334, 217.0], [729.000025, 217.0], [729.000025, 211.0]]"
705.7083333333334,98,199.0666666666667,28.0,84.685,23.888,28,,,1688782432.2022521,,,spineROI,0.0,,360,,,,-21,7,Left,,31511,,48,,1588,,492.359375,,413.2218822552956,,2304,,0,,214,,36.0,,36.96958209122738,,123574,,1019,,3333,,2094.4745762711864,,602.2283016595416,,2714,,2,,177,,46.0,,40.153941064991955,3,3,3,3,5,5,"[[198.15405242301506, 709.8516575111264], [204, 698], [204, 700], [205, 701], [205, 702], [206, 703], [206, 703], [206, 705], [194.9233424888737, 704.7957190896818], [198.15405242301506, 709.8516575111264]]","[[696.34167534177, 203.31671903804317], [696.9999916666667, 204.0], [697.3416381473195, 204.0], [698.0000166666667, 204.0], [700.3416157864999, 204.31671842700027], [701.3416050099489, 205.31669220568955], [702.3416836751034, 205.31671903804317], [703.0000083333333, 206.0], [703.3416420084368, 206.31672737137654], [705.3416881473195, 206.31672960752647], [705.3416881473195, 207.87869682866375], [702.8786541509205, 211.68327039247353], [702.8786541509205, 212.0], [702.6583618526806, 211.68327262862346], [700.65832465823, 211.68327262862346], [699.6583663248967, 210.68329112764377], [698.6583949900511, 210.68326429529014], [698.0000166666667, 210.0], [697.6583342135002, 210.0], [696.9999916666667, 210.0], [694.6583118526806, 209.6832703924735], [693.6583579915634, 208.6832642952902], [696.34167534177, 203.31671903804317]]"
694.8583333333333,99,183.84166666666667,29.0,83.383,22.061,29,,,1688782432.357374,,,spineROI,0.0,,350,,,,-21,-21,Left,,57610,,15,,2588,,411.5,,421.9174005147724,,5561,,0,,191,,39.72142857142857,,32.85010716597933,,108928,,1334,,3313,,2269.3333333333335,,457.362972800476,,1925,,4,,197,,40.104166666666664,,41.644947464314995,3,3,3,3,5,5,"[[181.40077359136052, 698.328497737929], [203, 688], [203, 689], [203, 690], [203, 691], [203, 692], [203, 693], [203, 693], [203, 694], [203, 694], [209, 694], [209, 694], [209, 693], [209, 693], [209, 692], [209, 691], [209, 690], [180.37150226207103, 692.4174402580272], [181.40077359136052, 698.328497737929]]","[[686.0, 202.9999916666667], [687.0000166666667, 202.9999916666667], [687.9999833333333, 202.9999916666667], [689.0000000000001, 202.9999916666667], [690.000025, 202.9999916666667], [690.9999833333334, 202.9999916666667], [692.0000083333334, 202.9999916666667], [693.0000333333334, 202.9999916666667], [693.0000333333334, 202.9999916666667], [693.9999916666667, 202.9999916666667], [693.9999916666667, 203.31671903804317], [693.9999916666667, 208.6832642952902], [693.6583579915634, 208.9999916666667], [693.0000333333334, 208.9999916666667], [693.0000333333334, 208.9999916666667], [692.0000083333334, 208.9999916666667], [690.9999833333334, 208.9999916666667], [690.000025, 208.9999916666667], [689.0000000000001, 208.9999916666667], [687.9999833333333, 208.9999916666667], [687.0000166666667, 208.9999916666667], [686.0, 208.9999916666667], [686.0, 202.9999916666667]]"
663.6750000000001,100,193.3,29.0,79.641,23.196,29,,,1688782432.51399,,,spineROI,0.0,,322,,,,-21,7,Left,,33877,,69,,1433,,564.6166666666667,,400.15784767458393,,2493,,0,,180,,41.55,,33.85873840925953,,94171,,1009,,2605,,1743.9074074074074,,316.8200370416244,,2014,,0,,121,,37.2962962962963,,31.277509153945932,3,3,3,3,5,5,"[[190.201223467701, 666.5728585201616], [200, 660], [200, 661], [200, 662], [200, 663], [200, 664], [200, 665], [200, 666], [200, 667], [190.40214147983843, 660.5762234677011], [190.201223467701, 666.5728585201616]]","[[659.0000166666666, 200.00000833333334], [659.999975, 200.00000833333334], [661.0, 200.00000833333334], [662.0000166666667, 200.00000833333334], [662.9999833333333, 200.00000833333334], [664.0000000000001, 200.00000833333334], [665.000025, 200.00000833333334], [665.9999833333334, 200.00000833333334], [667.0000083333334, 200.00000833333334], [668.0000333333334, 200.00000833333334], [668.9999916666667, 200.00000833333334], [668.9999916666667, 206.00000833333334], [668.0000333333334, 206.00000833333334], [667.0000083333334, 206.00000833333334], [665.9999833333334, 206.00000833333334], [665.000025, 206.00000833333334], [664.0000000000001, 206.00000833333334], [662.9999833333333, 206.00000833333334], [662.0000166666667, 206.00000833333334], [661.0, 206.00000833333334], [659.999975, 206.00000833333334], [659.0000166666666, 206.00000833333334], [659.0000166666666, 200.00000833333334]]"
644.9916666666667,101,193.45833333333334,30.0,77.399,23.215,30,,,1688782432.6711411,,,spineROI,0.0,,297,,,,-21,21,Left,,36788,,68,,1964,,603.0819672131148,,509.77495179549305,,2380,,0,,113,,39.01639344262295,,29.830390380808502,,138674,,1206,,3368,,2101.121212121212,,459.4540408034867,,2828,,0,,149,,42.84848484848485,,31.39399789394339,3,3,3,3,5,5,"[[192.38183508727997, 649.0954638748927], [199, 638], [199, 639], [199, 640], [199, 641], [199, 642], [199, 643], [199, 644], [199, 645], [189.3545361251073, 643.9151684206132], [192.38183508727997, 649.0954638748927]]","[[634.999975, 199.0], [636.0, 199.0], [637.0000166666667, 199.0], [637.9999833333333, 199.0], [639.0000000000001, 199.0], [640.000025, 199.0], [640.9999833333334, 199.0], [642.0000083333334, 199.0], [643.0000333333334, 199.0], [643.9999916666667, 199.0], [645.0000166666667, 199.0], [645.0000166666667, 205.0], [643.9999916666667, 205.0], [643.0000333333334, 205.0], [642.0000083333334, 205.0], [640.9999833333334, 205.0], [640.000025, 205.0], [639.0000000000001, 205.0], [637.9999833333333, 205.0], [637.0000166666667, 205.0], [636.0, 205.0], [634.999975, 205.0], [634.999975, 199.0]]"
622.1166666666667,102,187.20833333333334,31.0,74.654,22.465,31,,,1688782432.824597,,,spineROI,0.0,,283,,,,-21,14,Left,,104040,,7,,2887,,1168.9887640449438,,832.6269447280915,,3158,,0,,140,,35.48314606741573,,31.733126051157715,,139345,,1282,,2787,,2111.287878787879,,344.37346557548557,,2774,,0,,144,,42.03030303030303,,37.309097800617636,3,3,3,3,5,5,"[[183.50752338334118, 624.1912764405854], [198, 621], [198, 622], [198, 623], [198, 624], [198, 625], [198, 626], [198, 628], [199, 629], [199, 629], [185.13372355941462, 618.4158567166746], [183.50752338334118, 624.1912764405854]]","[[620.9999750000001, 198.00000833333334], [621.9999916666667, 198.00000833333334], [623.0000166666667, 198.00000833333334], [623.9999750000001, 198.00000833333334], [625.0, 198.00000833333334], [626.000025, 198.00000833333334], [628.3416241198332, 198.3167267603336], [629.0000249999999, 199.0], [629.3416178152598, 199.0], [629.9999833333334, 199.0], [631.0000083333333, 199.0], [631.0000083333333, 205.0], [629.9999833333334, 205.0], [629.0000249999999, 205.0], [626.6583988514068, 204.68329722505817], [626.000025, 204.00000833333334], [625.6583425468335, 204.00000833333334], [625.0, 204.00000833333334], [623.9999750000001, 204.00000833333334], [623.0000166666667, 204.00000833333334], [621.9999916666667, 204.00000833333334], [620.9999750000001, 204.00000833333334], [620.9999750000001, 198.00000833333334]]"
590.9583333333334,103,188.975,30.0,70.915,22.677,30,,,1688782432.979635,,,spineROI,0.0,,247,,,,-21,7,Left,,39401,,1,,1203,,480.5,,344.17774938355865,,3377,,0,,162,,41.18292682926829,,35.16758764405035,,94232,,586,,2850,,1682.7142857142858,,595.5748937636918,,2504,,0,,165,,44.714285714285715,,36.5282250388627,3,3,3,3,5,5,"[[185.96542229661344, 593.9487249543888], [199, 588], [199, 589], [199, 590], [199, 590], [198, 591], [198, 593], [198, 594], [185.98460837894459, 587.9487556299468], [185.96542229661344, 593.9487249543888]]","[[584.6583726296789, 199.31672737137654], [585.6583579915633, 199.31672737137654], [587.9999833333333, 199.0], [589.0000000000001, 199.0], [589.6583425468335, 199.0], [590.000025, 199.0], [590.6584033233845, 198.31670887235623], [593.0000333333334, 198.00000833333334], [593.9999916666667, 198.00000833333334], [595.0000166666667, 198.00000833333334], [595.9999750000001, 198.00000833333334], [595.9999750000001, 204.00000833333334], [595.0000166666667, 204.00000833333334], [593.9999916666667, 204.00000833333334], [593.3416133432823, 204.00000833333334], [593.0000333333334, 204.00000833333334], [592.3416241198332, 204.68328157299976], [590.000025, 205.0], [589.0000000000001, 205.0], [588.3416753417702, 205.0], [587.9999833333333, 205.0], [587.3416273703211, 204.68327262862346], [584.6583726296789, 199.31672737137654]]"
565.225,104,187.85000000000002,30.0,67.827,22.542,30,,,1688782433.132479,,,spineROI,0.0,,224,,,,-21,-14,Left,,50686,,0,,1937,,522.5360824742268,,409.5907200809188,,3208,,0,,106,,33.07216494845361,,27.452394567285868,,102445,,1086,,2559,,1829.375,,358.85908309231513,,2618,,0,,144,,46.75,,39.702577282301746,3,3,3,3,5,5,"[[184.2136635299439, 567.4106479763539], [200, 565], [200, 566], [200, 567], [200, 568], [200, 569], [200, 570], [200, 571], [200, 572], [185.66435202364616, 561.5886635299439], [184.2136635299439, 567.4106479763539]]","[[562.6583905180737, 200.00000833333334], [565.000025, 200.00000833333334], [565.9999833333334, 200.00000833333334], [567.0000083333334, 200.00000833333334], [568.0000333333334, 200.00000833333334], [568.9999916666667, 200.00000833333334], [570.0000166666667, 200.00000833333334], [570.9999750000001, 200.00000833333334], [571.9999916666667, 200.00000833333334], [573.0000166666667, 200.00000833333334], [573.9999750000001, 200.00000833333334], [573.9999750000001, 206.00000833333334], [573.0000166666667, 206.00000833333334], [571.9999916666667, 206.00000833333334], [570.9999750000001, 206.00000833333334], [570.0000166666667, 206.00000833333334], [568.9999916666667, 206.00000833333334], [568.0000333333334, 206.00000833333334], [567.0000083333334, 206.00000833333334], [565.9999833333334, 206.00000833333334], [565.3416094819265, 206.00000833333334], [565.000025, 205.68330555839157], [562.6583905180737, 200.00000833333334]]"
560.4416666666667,105,192.50000000000003,30.0,67.253,23.1,30,,,1688782433.284091,,,spineROI,0.0,,214,,,,-21,-21,Left,,41582,,71,,1706,,569.6164383561644,,354.92714398591664,,2766,,3,,156,,37.89041095890411,,32.476571805987604,,89464,,1075,,2524,,1656.7407407407406,,335.8460948876779,,2425,,0,,165,,44.907407407407405,,37.40235114342736,3,3,3,3,5,5,"[[189.89646062208786, 563.7915297545646], [201, 556], [201, 557], [201, 558], [201, 559], [201, 560], [201, 561], [201, 562], [201, 562], [201, 563], [189.15013691210217, 557.8381272887545], [189.89646062208786, 563.7915297545646]]","[[554.0000249999999, 201.0], [554.9999833333334, 201.0], [556.0000083333333, 201.0], [556.9999666666666, 201.0], [557.9999916666667, 201.0], [559.0000166666666, 201.0], [559.999975, 201.0], [561.0, 201.0], [561.6583425468334, 201.0], [562.0000166666667, 201.0], [562.6583905180737, 201.31671842700024], [564.3416241198331, 205.68330555839157], [564.3416241198331, 206.68328157299976], [562.0000166666667, 207.0], [561.0, 207.0], [559.999975, 207.0], [559.0000166666666, 207.0], [557.9999916666667, 207.0], [556.9999666666666, 207.0], [556.0000083333333, 207.0], [554.9999833333334, 207.0], [554.0000249999999, 207.0], [554.0000249999999, 201.0]]"
551.3000000000001,106,191.2166666666667,31.0,66.156,22.946,31,,,1688782433.438397,,,spineROI,0.0,,200,,,,-21,7,Left,,42538,,57,,1970,,483.3863636363636,,346.1773202952164,,3656,,0,,229,,41.54545454545455,,47.845135853014234,,139653,,724,,3531,,2023.9565217391305,,610.9503273241344,,2773,,0,,131,,40.18840579710145,,32.924716658214905,3,3,3,3,5,5,"[[189.4051110905226, 555.1364392859189], [203, 544], [203, 545], [203, 545], [203, 545], [201, 547], [201, 549], [201, 550], [201, 551], [187.3802273807479, 549.488444423856], [189.4051110905226, 555.1364392859189]]","[[540.9999833333334, 202.9999916666667], [542.0000083333334, 202.9999916666667], [543.0000333333334, 202.9999916666667], [543.9999916666667, 202.9999916666667], [544.6583297413139, 202.9999916666667], [544.8786978395561, 202.9999916666667], [544.8786978395561, 202.8786531403228], [546.6583669358428, 201.31672289918095], [548.9999750000001, 201.0], [550.0, 201.0], [551.000025, 201.0], [551.000025, 207.0], [550.0, 207.0], [549.3416663974907, 207.0], [549.1212854937772, 207.0], [549.1212854937772, 207.12134685967726], [547.3416202586862, 208.68327100356862], [545.0000166666667, 208.9999916666667], [543.9999916666667, 208.9999916666667], [543.0000333333334, 208.9999916666667], [542.0000083333334, 208.9999916666667], [540.9999833333334, 208.9999916666667], [540.9999833333334, 202.9999916666667]]"
538.0250000000001,107,190.41666666666669,30.0,64.563,22.85,30,,,1688782433.592538,,,spineROI,0.0,,194,,,,-21,-7,Left,,66850,,0,,2773,,711.1702127659574,,676.8327308099834,,3257,,0,,190,,34.648936170212764,,35.44150333214908,,115627,,835,,2642,,1751.9242424242425,,423.7953447842363,,2491,,0,,157,,37.74242424242424,,33.44570933484484,3,3,3,3,5,5,"[[187.06327312580748, 540.6239905271324], [203, 536], [203, 537], [203, 538], [203, 539], [203, 540], [203, 541], [203, 542], [203, 543], [187.81767613953434, 534.6716064591409], [187.06327312580748, 540.6239905271324]]","[[534.999975, 202.9999916666667], [536.0, 202.9999916666667], [537.0000166666667, 202.9999916666667], [537.9999833333333, 202.9999916666667], [539.0000000000001, 202.9999916666667], [540.000025, 202.9999916666667], [540.9999833333334, 202.9999916666667], [542.0000083333334, 202.9999916666667], [543.0000333333334, 202.9999916666667], [543.9999916666667, 202.9999916666667], [545.0000166666667, 202.9999916666667], [545.0000166666667, 208.9999916666667], [543.9999916666667, 208.9999916666667], [543.0000333333334, 208.9999916666667], [542.0000083333334, 208.9999916666667], [540.9999833333334, 208.9999916666667], [540.000025, 208.9999916666667], [539.0000000000001, 208.9999916666667], [537.9999833333333, 208.9999916666667], [537.0000166666667, 208.9999916666667], [536.0, 208.9999916666667], [534.999975, 208.9999916666667], [534.999975, 202.9999916666667]]"
517.6,108,190.09166666666667,30.0,62.112,22.811,30,,,1688782433.746689,,,spineROI,0.0,,166,,,,-21,-21,Left,,81512,,16,,2123,,761.7943925233645,,546.8913462850307,,4817,,0,,191,,45.018691588785046,,40.58105568527081,,125343,,222,,2671,,1717.027397260274,,630.9743709404025,,2956,,0,,166,,40.49315068493151,,33.87451593453716,3,3,3,3,5,5,"[[187.88583935566396, 521.2241310508914], [206, 510], [206, 511], [206, 512], [206, 512], [206, 512], [205, 513], [203, 515], [203, 517], [203, 518], [186.46753561577538, 515.3941726889973], [187.88583935566396, 521.2241310508914]]","[[507.9999916666667, 206.0], [509.0000166666667, 206.0], [510.00000833333337, 206.0], [511.0, 206.0], [511.6583630747217, 206.0], [511.8786708175872, 206.0], [511.8786708175872, 205.878680161997], [512.8786624842539, 204.87868849533032], [514.6583425468335, 203.31671009366693], [517.0000083333333, 202.9999916666667], [518.0, 202.9999916666667], [518.0, 208.9999916666667], [517.3416241198332, 208.9999916666667], [517.1213208490794, 208.9999916666667], [517.1213208490794, 209.12131150466968], [516.1213291824128, 210.1213031713363], [514.3416535919449, 211.68327933693922], [511.9999916666667, 212.0], [511.0, 212.0], [510.00000833333337, 212.0], [509.0000166666667, 212.0], [507.9999916666667, 212.0], [507.9999916666667, 206.0]]"
504.31666666666666,109,193.94166666666666,32.0,60.518,23.273,32,,,1688782433.898459,,,spineROI,0.0,,159,,,,-21,-14,Left,,110834,,4,,3491,,1166.6736842105263,,898.1847241971797,,2989,,0,,142,,31.46315789473684,,31.271917964614765,,163451,,423,,3920,,2476.530303030303,,1027.6686799491326,,2428,,0,,216,,36.78787878787879,,42.56884447272304,3,3,3,3,5,5,"[[190.62694951639293, 506.964807564293], [206, 502], [206, 503], [206, 504], [206, 505], [206, 506], [206, 507], [206, 508], [206, 509], [191.29352576904034, 501.00194951639287], [190.62694951639293, 506.964807564293]]","[[500.9999916666667, 206.0], [502.0000166666667, 206.0], [503.0000083333333, 206.0], [504.0, 206.0], [504.9999833333333, 206.0], [506.00000833333337, 206.0], [507.00000000000006, 206.0], [507.9999916666667, 206.0], [509.0000166666667, 206.0], [510.00000833333337, 206.0], [511.0, 206.0], [511.0, 212.0], [510.00000833333337, 212.0], [509.0000166666667, 212.0], [507.9999916666667, 212.0], [507.00000000000006, 212.0], [506.00000833333337, 212.0], [504.9999833333333, 212.0], [504.0, 212.0], [503.0000083333333, 212.0], [502.0000166666667, 212.0], [500.9999916666667, 212.0], [500.9999916666667, 206.0]]"
467.36666666666673,110,186.89166666666668,32.0,56.084,22.427,32,,,1688782434.0524118,,,spineROI,0.0,,123,,,,-21,21,Left,,59876,,1,,3145,,381.37579617834393,,530.2797773031918,,4578,,0,,220,,29.159235668789808,,32.2639412525544,,148630,,1062,,3563,,2477.1666666666665,,665.8048304287242,,3190,,0,,216,,53.166666666666664,,45.041154021134446,3,3,3,3,5,5,"[[183.5067947970646, 469.9245256202403], [210, 467], [210, 468], [210, 469], [210, 470], [210, 471], [210, 472], [210, 473], [210, 474], [184.33380771309314, 463.9817947970646], [183.5067947970646, 469.9245256202403]]","[[465.9999833333334, 209.9999916666667], [467.0000083333333, 209.9999916666667], [468.0, 209.9999916666667], [468.99999166666663, 209.9999916666667], [470.0000166666667, 209.9999916666667], [471.00000000000006, 209.9999916666667], [471.9999916666667, 209.9999916666667], [472.9999833333334, 209.9999916666667], [474.00000833333337, 209.9999916666667], [475.0, 209.9999916666667], [475.9999916666667, 209.9999916666667], [475.9999916666667, 215.9999916666667], [475.0, 215.9999916666667], [474.00000833333337, 215.9999916666667], [472.9999833333334, 215.9999916666667], [471.9999916666667, 215.9999916666667], [471.00000000000006, 215.9999916666667], [470.0000166666667, 215.9999916666667], [468.99999166666663, 215.9999916666667], [468.0, 215.9999916666667], [467.0000083333333, 215.9999916666667], [465.9999833333334, 215.9999916666667], [465.9999833333334, 209.9999916666667]]"
449.9166666666667,111,190.09166666666667,33.0,53.99,22.811,33,,,1688782434.203962,,,spineROI,0.0,,106,,,,-21,-21,Left,,91845,,0,,1912,,581.2974683544304,,418.5720074690002,,6584,,0,,241,,41.67088607594937,,39.703400842438874,,115299,,865,,3162,,1720.8805970149253,,505.38179811141805,,3186,,3,,164,,47.55223880597015,,39.05804466683788,3,3,3,3,5,5,"[[186.57019606066302, 452.2829390032865], [213, 451], [213, 453], [213, 454], [213, 455], [213, 456], [213, 456], [213, 456], [212, 457], [187.72539433004687, 446.395196060663], [186.57019606066302, 452.2829390032865]]","[[448.65835921350015, 214.31672676033358], [449.65835088016684, 214.31672676033358], [450.65837588016683, 213.31671842700027], [453.0000083333333, 213.00000000000003], [454.0, 213.00000000000003], [454.9999833333333, 213.00000000000003], [455.6583413248967, 213.00000000000003], [455.87868016192334, 213.00000000000003], [455.87868016192334, 212.87866248432752], [456.8787051619234, 211.8786708176608], [458.65834965823007, 211.8786708176608], [461.12132817140997, 215.68326429529017], [461.12132817140997, 216.1213291823392], [460.12130317141003, 217.1213208490058], [458.3416586751034, 218.68327262862348], [456.00000833333337, 219.00000000000003], [454.9999833333333, 219.00000000000003], [454.0, 219.00000000000003], [453.34165745316653, 219.00000000000003], [453.0000083333333, 219.00000000000003], [452.34163245316654, 219.6832899063331], [451.34164078649985, 219.6832899063331], [448.65835921350015, 214.31672676033358]]"
430.06666666666666,112,212.85833333333335,31.0,51.608,25.543,31,,,1688782434.358193,,,spineROI,0.0,,82,,,,-21,-7,Left,,43046,,3,,2338,,662.2461538461539,,615.7518988576045,,2188,,0,,157,,33.66153846153846,,37.103711994718026,,159777,,1090,,4067,,2536.1428571428573,,683.3531438973383,,2079,,0,,119,,33.0,,29.45214035394663,3,3,3,3,5,5,"[[209.3895993678218, 432.50959210075314], [222, 428], [222, 429], [222, 429], [221, 430], [221, 431], [220, 432], [220, 433], [220, 433], [219, 434], [219, 435], [210.41540789924687, 426.5979327011552], [209.3895993678218, 432.50959210075314]]","[[427.0000166666667, 222.0], [428.0000083333333, 222.0], [428.65833807472177, 222.0], [429.0, 222.0], [429.6583675468336, 221.31671009366693], [430.6583592135002, 221.3167100936669], [431.658368768651, 220.3167184270003], [432.6583758801668, 220.31670948283272], [432.8786791509205, 219.87868016199704], [433.8786752369999, 218.87868407588996], [434.87868016196023, 218.87868407588996], [438.1213247630001, 222.12132918237603], [438.1213247630001, 223.12131592411004], [437.12133751574623, 224.12130317133628], [435.3416574531666, 225.68328157299976], [434.3416145646824, 225.68329051716734], [433.3416407864999, 226.68327323966645], [432.34164911983316, 226.68327323966648], [431.34162859194487, 227.68327933693925], [429.0, 228.0], [428.0000083333333, 228.0], [427.0000166666667, 228.0], [427.0000166666667, 222.0]]"
402.8666666666667,113,213.975,32.0,48.344,25.677,32,,,1688782434.5123148,,,spineROI,0.0,,58,,,,-21,-14,Left,,55865,,1,,2254,,517.2685185185185,,505.4520823257481,,3435,,0,,149,,31.805555555555557,,36.233670225698795,,130644,,1250,,3400,,2177.4,,446.5391061635401,,2691,,0,,127,,44.85,,35.45552378215088,3,3,3,3,5,5,"[[210.04873225951195, 404.474280311173], [228, 405], [228, 407], [228, 408], [228, 409], [228, 410], [228, 410], [227, 411], [227, 411], [227, 411], [228, 411], [212.3673863554937, 398.9403989261786], [210.04873225951195, 404.474280311173]]","[[403.65833807472177, 228.3167100936669], [404.6583675468336, 228.3167100936669], [407.00000000000006, 227.9999916666667], [407.9999916666667, 227.9999916666667], [409.0000166666667, 227.9999916666667], [409.65835921350015, 227.9999916666667], [410.00000833333337, 227.9999916666667], [410.6583642965691, 227.3167161909435], [411.3167161909248, 227.3167161909435], [411.3167161909248, 227.3167161909435], [411.3167161909248, 227.65836368566036], [416.6832838090752, 229.34164017553897], [416.6832838090752, 230.34163631433964], [414.3416446477104, 232.68328380905655], [413.34161903676426, 232.683288281159], [412.34164078649985, 233.68327323966645], [410.00000833333337, 233.9999916666667], [409.0000166666667, 233.9999916666667], [407.9999916666667, 233.9999916666667], [407.34164911983316, 233.9999916666667], [407.00000000000006, 233.9999916666667], [406.34162859194487, 233.68327323966648], [403.65833807472177, 228.3167100936669]]"
377.5,114,224.7166666666667,30.0,45.3,26.966,30,,,1688782434.663799,,,spineROI,0.0,,27,,,,-21,-21,Left,,73837,,105,,2591,,1039.9577464788733,,539.7661057521723,,2216,,0,,141,,31.211267605633804,,27.10902115478611,,79716,,606,,2260,,1328.6,,383.59997393117743,,2316,,0,,116,,38.6,,32.17462768497356,3,3,3,3,5,5,"[[221.13874318813012, 379.7800139433207], [233, 376], [233, 377], [233, 377], [233, 378], [233, 379], [233, 380], [233, 381], [233, 382], [233, 383], [222.43665272334604, 373.9220765214634], [221.13874318813012, 379.7800139433207]]","[[375.9999916666667, 233.0], [377.0000166666667, 233.0], [377.0000166666667, 233.0], [378.0000083333333, 233.0], [379.0, 233.0], [379.9999833333333, 233.0], [381.00000833333337, 233.0], [382.00000000000006, 233.0], [382.9999916666667, 233.0], [384.0000166666667, 233.0], [385.00000833333337, 233.0], [385.00000833333337, 239.0], [384.0000166666667, 239.0], [382.9999916666667, 239.0], [382.00000000000006, 239.0], [381.00000833333337, 239.0], [379.9999833333333, 239.0], [379.0, 239.0], [378.0000083333333, 239.0], [377.0000166666667, 239.0], [377.0000166666667, 239.0], [375.9999916666667, 239.0], [375.9999916666667, 233.0]]"
